420,Illaoi,UTILITY,TRUE,29,234,41,64
82,Mordekaiser,TOP,TRUE,64,157,39,104
420,Illaoi,BOTTOM,TRUE,141,112,48,42
420,Illaoi,JUNGLE,FALSE,104,61,223,234
420,Illaoi,JUNGLE,FALSE,245,101,10,107
53,Blitzcrank,JUNGLE,FALSE,114,28,68,238
420,Illaoi,UTILITY,FALSE,79,126,58,20
420,Illaoi,MIDDLE,TRUE,104,103,10,20
420,Illaoi,TOP,FALSE,3,112,122,29
68,Rumble,TOP,FALSE,412,119,350,101
432,Bard,TOP,FALSE,50,235,69,40
14,Sion,TOP,FALSE,222,98,7,32
122,Darius,TOP,TRUE,235,360,245,43
13,Ryze,TOP,FALSE,63,114,8,76
555,Pyke,TOP,TRUE,58,875,89,145
555,Pyke,BOTTOM,FALSE,5,13,34,117
420,Illaoi,TOP,FALSE,141,38,92,121
120,Hecarim,MIDDLE,TRUE,75,126,41,68
120,Hecarim,MIDDLE,FALSE,266,38,74,11
53,Blitzcrank,MIDDLE,FALSE,114,120,164,234
74,Heimerdinger,JUNGLE,TRUE,104,236,516,234
119,Draven,MIDDLE,TRUE,67,76,14,234
5,XinZhao,MIDDLE,FALSE,92,157,10,421
120,Hecarim,JUNGLE,TRUE,16,7,164,131
120,Hecarim,JUNGLE,TRUE,412,126,166,245
53,Blitzcrank,MIDDLE,FALSE,98,141,111,35
74,Heimerdinger,JUNGLE,FALSE,64,112,13,91
74,Heimerdinger,JUNGLE,TRUE,56,39,223,59
74,Heimerdinger,MIDDLE,FALSE,51,56,122,245
16,Soraka,MIDDLE,TRUE,523,69,11,131
74,Heimerdinger,JUNGLE,TRUE,64,45,24,107
74,Heimerdinger,JUNGLE,TRUE,126,254,240,91
74,Heimerdinger,JUNGLE,FALSE,91,69,150,9
74,Heimerdinger,MIDDLE,TRUE,238,58,90,11
74,Heimerdinger,BOTTOM,TRUE,59,13,420,92
81,Ezreal,BOTTOM,FALSE,24,120,41,64
74,Heimerdinger,UTILITY,TRUE,121,112,85,113
555,Pyke,BOTTOM,TRUE,24,35,23,876
1,Annie,BOTTOM,FALSE,39,141,74,91
555,Pyke,BOTTOM,TRUE,164,76,122,234
68,Rumble,MIDDLE,FALSE,107,127,164,64
555,Pyke,BOTTOM,FALSE,164,235,266,79
555,Pyke,BOTTOM,TRUE,77,31,223,234
48,Trundle,TOP,FALSE,223,61,142,141
68,Rumble,TOP,TRUE,14,711,27,131
555,Pyke,UTILITY,TRUE,79,60,166,104
99,Lux,JUNGLE,TRUE,875,4,81,61
53,Blitzcrank,UTILITY,TRUE,6,120,429,102
1,Annie,UTILITY,TRUE,120,12,29,22
68,Rumble,UTILITY,TRUE,98,777,107,245
68,Rumble,UTILITY,TRUE,84,777,420,154
555,Pyke,UTILITY,TRUE,223,33,117,28
555,Pyke,UTILITY,TRUE,79,28,126,234
68,Rumble,UTILITY,FALSE,114,7,23,9
68,Rumble,UTILITY,FALSE,126,360,112,20
68,Rumble,UTILITY,TRUE,39,112,166,28
127,Lissandra,UTILITY,TRUE,92,203,78,245
429,Kalista,UTILITY,FALSE,164,141,58,131
69,Cassiopeia,UTILITY,FALSE,117,254,22,38
143,Zyra,UTILITY,TRUE,110,235,99,875
112,Viktor,UTILITY,FALSE,44,266,16,103
236,Lucian,UTILITY,TRUE,57,119,254,5
62,MonkeyKing,UTILITY,TRUE,117,61,42,39
3,Galio,UTILITY,TRUE,37,39,15,163
164,Camille,UTILITY,TRUE,27,18,161,245
429,Kalista,UTILITY,TRUE,82,64,58,35
412,Thresh,UTILITY,TRUE,223,121,41,113
202,Jhin,UTILITY,FALSE,39,35,126,67
69,Cassiopeia,UTILITY,FALSE,122,91,24,9
236,Lucian,UTILITY,TRUE,24,91,777,154
429,Kalista,UTILITY,TRUE,114,9,122,163
429,Kalista,MIDDLE,TRUE,85,121,104,245
236,Lucian,UTILITY,FALSE,875,5,54,91
69,Cassiopeia,UTILITY,FALSE,254,84,86,77
85,Kennen,MIDDLE,TRUE,111,141,164,104
412,Thresh,UTILITY,FALSE,875,141,75,74
104,Graves,UTILITY,TRUE,75,105,41,76
48,Trundle,MIDDLE,TRUE,875,56,114,64
43,Karma,UTILITY,FALSE,150,2,223,107
235,Senna,TOP,TRUE,50,76,62,104
43,Karma,UTILITY,TRUE,91,131,875,104
43,Karma,UTILITY,FALSE,84,234,24,876
43,Karma,UTILITY,FALSE,23,254,54,141
43,Karma,UTILITY,FALSE,420,30,79,107
57,Maokai,UTILITY,TRUE,92,203,10,56
43,Karma,UTILITY,FALSE,36,421,92,238
43,Karma,UTILITY,TRUE,14,91,223,76
48,Trundle,BOTTOM,FALSE,78,20,92,121
43,Karma,TOP,TRUE,14,20,166,876
48,Trundle,TOP,FALSE,777,64,62,44
43,Karma,BOTTOM,FALSE,48,245,86,104
48,Trundle,TOP,FALSE,105,121,106,59
48,Trundle,TOP,TRUE,17,59,55,121
235,Senna,BOTTOM,FALSE,98,121,83,238
43,Karma,BOTTOM,FALSE,126,78,85,29
43,Karma,BOTTOM,TRUE,126,9,14,32
43,Karma,BOTTOM,TRUE,92,121,39,76
526,Rell,BOTTOM,TRUE,122,145,84,107
526,Rell,TOP,TRUE,86,28,39,245
526,Rell,TOP,FALSE,8,120,98,2
526,Rell,TOP,TRUE,164,9,39,887
61,Orianna,TOP,FALSE,777,141,122,27
117,Lulu,BOTTOM,TRUE,58,154,122,5
526,Rell,BOTTOM,FALSE,58,421,113,5
61,Orianna,BOTTOM,TRUE,23,104,84,120
117,Lulu,BOTTOM,TRUE,875,104,17,28
526,Rell,BOTTOM,FALSE,84,104,126,48
61,Orianna,JUNGLE,FALSE,10,120,875,91
526,Rell,JUNGLE,TRUE,58,5,98,121
61,Orianna,UTILITY,TRUE,164,64,63,254
526,Rell,BOTTOM,FALSE,136,104,777,245
526,Rell,UTILITY,FALSE,104,9,164,121
526,Rell,JUNGLE,FALSE,887,60,84,120
526,Rell,JUNGLE,FALSE,10,35,164,72
526,Rell,JUNGLE,TRUE,55,35,107,29
117,Lulu,JUNGLE,FALSE,107,29,58,120
117,Lulu,JUNGLE,TRUE,240,234,62,121
22,Ashe,JUNGLE,TRUE,17,11,106,876
5,XinZhao,JUNGLE,TRUE,141,10,875,14
27,Singed,JUNGLE,FALSE,234,523,240,104
16,Soraka,JUNGLE,TRUE,31,104,78,59
111,Nautilus,JUNGLE,TRUE,64,14,114,31
27,Singed,JUNGLE,TRUE,64,110,85,28
113,Sejuani,JUNGLE,FALSE,555,9,98,77
104,Graves,JUNGLE,FALSE,41,19,23,78
22,Ashe,JUNGLE,TRUE,8,33,420,154
51,Caitlyn,MIDDLE,FALSE,84,56,875,11
12,Alistar,MIDDLE,FALSE,75,102,887,203
77,Udyr,TOP,FALSE,245,777,887,29
77,Udyr,TOP,FALSE,141,133,122,154
19,Warwick,TOP,TRUE,121,38,114,421
54,Malphite,JUNGLE,TRUE,48,72,81,11
119,Draven,JUNGLE,FALSE,420,3,122,104
134,Syndra,JUNGLE,FALSE,39,35,240,121
119,Draven,JUNGLE,FALSE,777,64,777,876
4,TwistedFate,JUNGLE,TRUE,36,56,711,245
96,KogMaw,JUNGLE,FALSE,14,154,48,141
77,Udyr,MIDDLE,FALSE,887,555,141,164
77,Udyr,MIDDLE,TRUE,43,7,887,64
77,Udyr,TOP,TRUE,62,20,266,54
77,Udyr,TOP,FALSE,41,20,27,10
63,Brand,TOP,FALSE,106,234,43,104
17,Teemo,TOP,TRUE,429,105,30,19
77,Udyr,MIDDLE,FALSE,777,142,875,28
77,Udyr,MIDDLE,FALSE,3,126,74,64
77,Udyr,MIDDLE,FALSE,777,103,92,48
77,Udyr,MIDDLE,FALSE,54,105,104,64
77,Udyr,MIDDLE,TRUE,17,39,85,79
77,Udyr,MIDDLE,FALSE,104,7,114,28
77,Udyr,MIDDLE,FALSE,157,711,58,254
77,Udyr,MIDDLE,FALSE,126,10,777,887
77,Udyr,MIDDLE,TRUE,36,1,75,234
77,Udyr,UTILITY,FALSE,223,1,58,104
77,Udyr,UTILITY,TRUE,10,555,777,104
77,Udyr,UTILITY,FALSE,23,777,122,60
77,Udyr,UTILITY,TRUE,36,8,86,56
77,Udyr,UTILITY,TRUE,39,7,48,104
85,Kennen,MIDDLE,TRUE,150,234,126,245
85,Kennen,UTILITY,TRUE,126,104,86,203
36,DrMundo,MIDDLE,FALSE,234,10,27,120
85,Kennen,MIDDLE,FALSE,20,18,54,421
85,Kennen,UTILITY,FALSE,64,4,17,5
21,MissFortune,MIDDLE,TRUE,50,7,777,28
21,MissFortune,MIDDLE,TRUE,875,131,106,104
107,Rengar,JUNGLE,TRUE,223,55,39,238
85,Kennen,MIDDLE,TRUE,62,777,24,35
85,Kennen,JUNGLE,FALSE,157,42,164,246
85,Kennen,JUNGLE,FALSE,84,103,54,427
85,Kennen,JUNGLE,TRUE,122,91,24,203
85,Kennen,JUNGLE,FALSE,23,76,432,91
85,Kennen,TOP,TRUE,203,8,34,254
85,Kennen,JUNGLE,TRUE,876,166,23,11
85,Kennen,JUNGLE,TRUE,80,19,24,107
85,Kennen,JUNGLE,TRUE,203,246,164,234
85,Kennen,JUNGLE,TRUE,875,203,114,48
85,Kennen,JUNGLE,FALSE,266,104,24,76
85,Kennen,JUNGLE,TRUE,517,120,54,876
711,Vex,JUNGLE,TRUE,98,427,201,875
1,Annie,JUNGLE,TRUE,157,154,62,246
1,Annie,JUNGLE,TRUE,23,30,34,104
1,Annie,JUNGLE,TRUE,98,141,122,9
1,Annie,JUNGLE,TRUE,126,141,164,20
1,Annie,MIDDLE,TRUE,114,64,19,59
16,Soraka,JUNGLE,FALSE,164,120,92,19
16,Soraka,JUNGLE,TRUE,164,30,150,28
16,Soraka,JUNGLE,TRUE,68,32,23,121
16,Soraka,TOP,TRUE,126,245,24,64
16,Soraka,TOP,TRUE,875,121,266,240
1,Annie,TOP,TRUE,75,245,164,163
16,Soraka,TOP,TRUE,14,141,875,104
1,Annie,TOP,FALSE,777,2,875,64
1,Annie,TOP,TRUE,875,421,777,203
57,Maokai,JUNGLE,FALSE,104,421,84,9
127,Lissandra,TOP,FALSE,10,245,517,33
1,Annie,JUNGLE,FALSE,11,64,86,876
421,RekSai,JUNGLE,FALSE,24,61,240,59
1,Annie,TOP,TRUE,59,21,17,234
120,Hecarim,TOP,FALSE,39,43,164,91
102,Shyvana,TOP,TRUE,114,246,126,234
102,Shyvana,TOP,TRUE,164,147,126,76
102,Shyvana,TOP,TRUE,223,68,164,91
102,Shyvana,TOP,TRUE,120,8,166,887
102,Shyvana,TOP,FALSE,36,142,114,120
245,Ekko,TOP,FALSE,79,127,164,154
120,Hecarim,TOP,FALSE,112,777,23,876
102,Shyvana,TOP,TRUE,126,134,107,91
102,Shyvana,TOP,FALSE,113,246,92,48
102,Shyvana,TOP,FALSE,85,711,104,30
102,Shyvana,TOP,FALSE,36,55,67,427
102,Shyvana,TOP,FALSE,8,246,78,245
